demand
1.038727864
1.042853244
1.01502362
0.99660182
0.974553068
0.932756341
0.909572776
0.886117745
0.864618599
0.854520987
0.850789454
0.858904481
0.870185859
0.887354914
0.907142941
0.935829237
0.961249052
0.976028325
0.980440745
0.97504927
0.96255075
0.954756141
0.959052855
0.990820948
1.024322413
1.037446193
1.035837429
1.028848315
1.003063579
0.968200339
0.930177423
0.905307213
0.883416445
0.874845268
0.872615694
0.88269328
0.905296088
0.935936043
0.967884371
0.99077422
1.002280336
0.999227466
0.987187321
0.969174943
0.950859949
0.936861695
0.943187722
0.983008538
1.027477638
1.044704547
1.04735467
1.039978384
1.015680032
0.983335631
0.951260471
0.921675224
0.900961547
0.889769174
0.886507142
0.892434872
0.910511778
0.93605175
0.964406503
0.979915616
0.979056718
0.968874551
0.95932432
0.951278272
0.940677782
0.932749666
0.945682086
0.989339016
1.034217538
1.057323224
1.062476611
1.045846036
1.00810571
0.963095905
0.938686296
0.914163206
0.900113774
0.897686164
0.908702752
0.94387306
1.019378187
1.090775736
1.120347632
1.125512145
1.124219348
1.112528547
1.098316681
1.085938317
1.075845155
1.068635754
1.078960329
1.121882968
1.174918795
1.19963547
1.201057325
1.183578977
1.139147704
1.08428505
1.046215406
1.022800428
1.007402571
1.003566457
1.014912364
1.052136461
1.127154286
1.196219905
1.219697187
1.199771203
1.181536313
1.155535741
1.128453759
1.108467696
1.09084249
1.080426685
1.090680056
1.11617775
1.211962657
1.212823779
1.21148203
1.189731444
1.141272697
1.088005457
1.044399705
1.021861426
1.002901145
0.996940039
1.00136136
1.032174875
1.103634727
1.167433478
1.180299144
1.166327592
1.146855533
1.12363414
1.099961048
1.080144095
1.064281187
1.056782519
1.06433904
1.104900823
1.146626345
1.160041617
1.153884699
1.128200094
1.082115554
1.02670552
0.978682897
0.946414151
0.924623514
0.912912687
0.914512551
0.942446756
1.010660152
1.07529555
1.094048894
1.092133062
1.086501273
1.064808541
1.0523968
1.035824078
1.022693622
1.015862492
1.01977871
1.053798628
1.088374828
1.100666412
1.094545096
1.072792285
1.027811407
0.972813021
0.924047206
0.890316554
0.866850398
0.856401216
0.856993099
0.88090873
0.948688228
1.014073492
1.040111891
1.052060807
1.061384075
1.057550187
1.043413975
1.032012441
1.02175462
1.011981876
1.011710411
1.031834431
1.052232141
1.054123496
1.064913122
1.022359853
0.987587843
0.944605126
0.904092296
0.869271333
0.84478162
0.833337808
0.829559547
0.837554417
0.855595722
0.888569832
0.927493923
0.962695383
0.987418734
0.996256926
0.992943716
0.982561288
0.973387103
0.968703217
0.976829369
1.004116063
1.030107735
1.039758097
1.03649829
1.020343891
0.992236127
0.958331915
0.924401001
0.893077933
0.872150643
0.862135361
0.860829213
0.868641623
0.890002812
0.92240284
0.959195263
0.993003795
1.011786065
1.014258178
1.012969831
1.005484514
0.993540049
0.974250451
0.994200911
1.031202496
1.085086095
1.114075008
1.123060058
1.112504071
1.082809793
1.043391724
1.010301907
0.99068299
0.980080275
0.980990351
0.995778524
1.036193448
1.120443313
1.19675171
1.219639334
1.21050075
1.193095831
1.167084134
1.137752551
1.115850657
1.095655433
1.081864115
1.087827447
1.128674046
1.171905977
1.207786099
1.210429546
1.191725155
1.13117286
1.078061379
1.081686105
1.031051187
1.012529256
1.005655849
1.012355697
1.042833218
1.116099871
1.184818371
1.200736907
1.184836172
1.1615369
1.135614207
1.108912721
1.087738442
1.070326848
1.056270741
1.059875442
1.095668784
1.142636698
1.168688448
1.171318544
1.15659935
1.121829565
1.076428138
1.036422636
1.012896402
0.999004954
0.996263601
1.006913044
1.045814884
1.125325234
1.195930639
1.213429013
1.196104199
1.170234909
1.139868644
1.120336507
1.08581371
1.068804864
1.05904547
1.06658864
1.103227529
1.147247155
1.170481898
1.17223752
1.153777893
1.111137845
1.059899918
1.015128201
0.987251849
0.967247986
0.958102727
0.966039744
0.999881652
1.074768195
1.139632781
1.155457862
1.138110796
1.112711007
1.081432441
1.050191703
1.028534572
1.011025073
0.940034721
0.944669654
1.032201576
1.073108253
1.093301252
1.09307874
1.07368456
