solar
0.001091686
0
0
0
0
0
0
0
0
0
0
0
0.001444812
0.020651371
0.085062129
0.191154327
0.304502058
0.388565365
0.423711888
0.403843692
0.331271123
0.221134359
0.10519916
0.029079025
0.002320057
0
0
0
0
0
0
0
0
0
0
0
0.001958366
0.026785114
0.091010162
0.192422215
0.302823413
0.384429559
0.416218221
0.392090607
0.319707614
0.214586145
0.107488267
0.033229867
0.002545909
0
0
0
0
0
0
0
0
0
0
0
0.00209081
0.024677562
0.088177827
0.194141622
0.304293989
0.381922978
0.411305635
0.388284048
0.317039168
0.213232576
0.105880043
0.029489428
0.00202743
0
0
0
0
0
0
0
0
0
0
0
0.00140847
0.016977907
0.072808971
0.172987734
0.279825231
0.354843824
0.385644635
0.369143888
0.309696677
0.215990431
0.109484514
0.029507553
0.00192868
0
0
0
0
0
0
0
0
0
0
0
0.001468968
0.022208426
0.092367139
0.207852689
0.323497181
0.401626438
0.428489409
0.40308753
0.330630884
0.222098228
0.106689031
0.028112875
0.001587998
0
0
0
0
0
0
0
0
0
0
0
0.002561712
0.030874609
0.09441745
0.186437294
0.289399875
0.364519935
0.38960246
0.365303247
0.297397835
0.200955272
0.101533475
0.030065007
0.002165933
0
0
0
0
0
0
0
0
0
0
0
0.0014615
0.016496567
0.067894358
0.159390954
0.265663585
0.34869246
0.385827177
0.369626924
0.30505586
0.205690006
0.099713153
0.028647267
0.002279614
0
0
0
0
0
0
0
0
0
0
0
0.001570967
0.018712111
0.073314814
0.165754391
0.265599034
0.344096681
0.379011229
0.363987161
0.302734378
0.209010895
0.106348224
0.028774478
0.001794046
0
0
0
0
0
0
0
0
0
0
0
0.001421166
0.019129751
0.08078857
0.175286187
0.269269663
0.332128955
0.351685294
0.326025462
0.258751082
0.163291282
0.069906879
0.016990061
0.001308796
0
0
0
0
0
0
0
0
0
0
0
0.002290202
0.024383217
0.073213599
0.145335065
0.222934235
0.281118361
0.306337432
0.290474452
0.240901411
0.168349168
0.090950994
0.027063551
0.001682738
0
0
0
0
0
0
0
0
0
0
0
0.001293938
0.013576597
0.065837751
0.158623522
0.253925153
0.322751769
0.352211176
0.33632716
0.279450601
0.18963326
0.088290455
0.022023813
0.001534107
1.46E-11
0
0
0
0
0
0
0
0
0
0
0.002200774
0.023422034
0.085639407
0.180752166
0.275097042
0.341818688
0.367202633
0.345091214
0.280776838
0.18750119
0.089927444
0.023748205
0.001792589
1.94E-10
0
0
0
0
0
0
0
0
0
0
0.001902723
0.021310786
0.07777287
0.169344535
0.269231664
0.345659616
0.377525257
0.359897652
0.299047246
0.204158399
0.098022508
0.023677224
0.00120147
9.13E-11
0
0
0
0
0
0
0
0
0
0
0.001479063
0.017335708
0.074053845
0.168792336
0.273572374
0.348103995
0.378672372
0.359048753
0.294601982
0.1970705
0.094542489
0.026128996
0.002332511
7.13E-09
0
0
0
0
0
0
0
0
0
1.73E-18
0.002059619
0.021342385
0.070426477
0.158252235
0.260457997
0.339517786
0.372126425
0.354235859
0.292186577
0.200450442
0.104055023
0.032926744
0.002615589
1.34E-08
0
0
0
0
0
0
0
0
0
2.06E-10
0.002976298
0.026081277
0.083873111
0.183586625
0.292137357
0.370712738
0.398343703
0.373183279
0.304641641
0.208406934
0.108949332
0.033097696
0.002671196
3.66E-08
0
0
0
0
0
0
0
0
0
3.65E-09
0.002052995
0.019306992
0.076496562
0.179438775
0.289192149
0.369126561
0.403462292
0.385489852
0.320898751
0.223270452
0.115640016
0.033490269
0.003013222
1.07E-07
0
0
0
0
0
0
0
0
0
6.25E-10
0.001104507
0.019611034
0.08440924
0.187463874
0.299546085
0.385156207
0.422653647
0.404817433
0.337061865
0.231887492
0.116778834
0.037962482
0.00433524
2.25E-07
0
0
0
0
0
0
0
0
0
3.94E-09
0.003112121
0.034052028
0.106308334
0.214900067
0.333859219
0.418666078
0.450135619
0.42844724
0.358013837
0.24912021
0.132024168
0.045204438
0.005084763
4.09E-07
0
0
0
0
